
___________________________________________________________________

GenoDive 3.01, 2021-11-24 11:02:23 +0000
Amova: Analysis of Molecular Variance (Excoffier et al., 1995)
File: TrkNbr-1524n1282n1083_AllPops_PGDSpider_p14_r080_LDnHWEx__genepopRF.txt
178 of 178 individuals included, 8480 of 8480 loci included
Used an Infinite Allele Model, so the reported statistics are equivalent to Fst
Significance was tested using 999 permutations


– AMOVA summary:

Source of Variation	Nested in	%var	F-stat	F-value	Std.Dev.	c.i.2.5%	c.i.97.5%	P-value	F'-value
Within Individual 	--	0.782	F_it	0.218	0.003	0.211	0.225	--	--
Among Individual 	Population 	0.063	F_is	0.074	0.004	0.065	0.083	0.001	--
Among Population 	--	0.155	F_st	0.155	0.002	0.151	0.159	0.001	0.159

Standard deviations of F-statistics were obtained through jackknifing over loci.
95% confidence intervals of F-statistics were obtained through bootstrapping over loci.


– AMOVA table per locus:

Locus	Source of Variation	Nested in	SSD	d.f.	MS	Var-comp	%Var	F-stat	F-value	P-value	F(max)	F'-value
462101_36	Within Individual   	--	2.000	139	0.014	0.014	0.997	F_it	0.003	--	--	--
	Among Individual   	Population 	1.000	124	0.008	-0.003	-0.219	F_is	-0.282	1.000	--	--
	Among Population   	--	0.942	14	0.067	0.003	0.222	F_st	0.222	0.001	0.978	0.227

462121_9	Within Individual   	--	0.000	125	0.000	0.000	0.000	F_it	1.000	--	--	--
	Among Individual   	Population 	1.750	111	0.016	0.008	0.984	F_is	1.000	0.070	--	--
	Among Population   	--	0.234	13	0.018	0.000	0.016	F_st	0.016	0.249	0.984	0.016

462180_12	Within Individual   	--	0.500	148	0.003	0.003	0.335	F_it	0.665	--	--	--
	Among Individual   	Population 	2.215	132	0.017	0.007	0.664	F_is	0.665	0.057	--	--
	Among Population   	--	0.254	15	0.017	0.000	0.001	F_st	0.001	0.295	0.980	0.001

462198_23	Within Individual   	--	1.500	139	0.011	0.011	1.005	F_it	-0.005	--	--	--
	Among Individual   	Population 	1.228	124	0.010	-0.000	-0.041	F_is	-0.043	1.000	--	--
	Among Population   	--	0.240	14	0.017	0.000	0.036	F_st	0.036	0.084	0.979	0.037

462205_30	Within Individual   	--	1.000	131	0.008	0.008	0.999	F_it	0.001	--	--	--
	Among Individual   	Population 	0.750	116	0.006	-0.001	-0.076	F_is	-0.083	1.000	--	--
	Among Population   	--	0.235	14	0.017	0.001	0.077	F_st	0.077	0.027	0.986	0.078

462248_21	Within Individual   	--	0.500	130	0.004	0.004	1.000	F_it	-0.000	--	--	--
	Among Individual   	Population 	0.450	116	0.004	0.000	0.004	F_is	0.004	1.000	--	--
	Among Population   	--	0.046	13	0.004	-0.000	-0.005	F_st	-0.005	1.000	0.992	-0.005

462264_6	Within Individual   	--	0.500	154	0.003	0.003	1.000	F_it	-0.000	--	--	--
	Among Individual   	Population 	0.450	138	0.003	0.000	0.002	F_is	0.002	1.000	--	--
	Among Population   	--	0.047	15	0.003	-0.000	-0.002	F_st	-0.002	1.000	0.993	-0.002

462266_47	Within Individual   	--	0.500	143	0.003	0.003	1.000	F_it	0.000	--	--	--
	Among Individual   	Population 	0.438	127	0.003	-0.000	-0.007	F_is	-0.007	1.000	--	--
	Among Population   	--	0.059	15	0.004	0.000	0.008	F_st	0.008	0.246	0.993	0.008

462272_5	Within Individual   	--	2.000	163	0.012	0.012	0.675	F_it	0.325	--	--	--
	Among Individual   	Population 	3.300	146	0.023	0.005	0.284	F_is	0.296	0.188	--	--
	Among Population   	--	0.590	16	0.037	0.001	0.041	F_st	0.041	0.072	0.965	0.042

462294_27	Within Individual   	--	1.500	152	0.010	0.010	0.605	F_it	0.395	--	--	--
	Among Individual   	Population 	2.800	136	0.021	0.005	0.329	F_is	0.352	0.205	--	--
	Among Population   	--	0.618	15	0.041	0.001	0.066	F_st	0.066	0.012	0.970	0.069

462379_25	Within Individual   	--	1.000	133	0.008	0.008	0.500	F_it	0.500	--	--	--
	Among Individual   	Population 	2.200	119	0.018	0.005	0.365	F_is	0.422	0.304	--	--
	Among Population   	--	0.740	13	0.057	0.002	0.135	F_st	0.135	0.005	0.974	0.138

462393_29	Within Individual   	--	4.000	131	0.031	0.031	0.689	F_it	0.311	--	--	--
	Among Individual   	Population 	5.465	117	0.047	0.008	0.183	F_is	0.209	0.264	--	--
	Among Population   	--	1.985	13	0.153	0.006	0.128	F_st	0.128	0.002	0.923	0.139

462403_65	Within Individual   	--	1.000	140	0.007	0.007	1.000	F_it	-0.000	--	--	--
	Among Individual   	Population 	0.800	125	0.006	-0.000	-0.052	F_is	-0.055	1.000	--	--
	Among Population   	--	0.186	14	0.013	0.000	0.052	F_st	0.052	0.056	0.986	0.052

462422_5	Within Individual   	--	2.000	161	0.012	0.012	1.001	F_it	-0.001	--	--	--
	Among Individual   	Population 	1.200	144	0.008	-0.002	-0.165	F_is	-0.197	1.000	--	--
	Among Population   	--	0.750	16	0.047	0.002	0.164	F_st	0.164	0.002	0.979	0.168

462442_18	Within Individual   	--	3.500	125	0.028	0.028	0.650	F_it	0.350	--	--	--
	Among Individual   	Population 	3.778	111	0.034	0.003	0.070	F_is	0.097	0.542	--	--
	Among Population   	--	3.238	13	0.249	0.012	0.280	F_st	0.280	0.001	0.938	0.298

462451_29	Within Individual   	--	0.500	151	0.003	0.003	1.000	F_it	-0.000	--	--	--
	Among Individual   	Population 	0.450	135	0.003	0.000	0.003	F_is	0.003	1.000	--	--
	Among Population   	--	0.047	15	0.003	-0.000	-0.004	F_st	-0.004	1.000	0.993	-0.004

462462_17	Within Individual   	--	1.500	147	0.010	0.010	1.004	F_it	-0.004	--	--	--
	Among Individual   	Population 	1.200	131	0.009	-0.001	-0.051	F_is	-0.054	1.000	--	--
	Among Population   	--	0.269	15	0.018	0.000	0.047	F_st	0.047	0.032	0.981	0.048

462504_53	Within Individual   	--	2.500	160	0.016	0.016	0.713	F_it	0.287	--	--	--
	Among Individual   	Population 	1.778	143	0.012	-0.002	-0.073	F_is	-0.114	0.839	--	--
	Among Population   	--	2.569	16	0.161	0.008	0.359	F_st	0.359	0.001	0.972	0.370

462505_52	Within Individual   	--	1.000	151	0.007	0.007	0.499	F_it	0.501	--	--	--
	Among Individual   	Population 	2.000	135	0.015	0.004	0.308	F_is	0.382	0.392	--	--
	Among Population   	--	0.947	15	0.063	0.003	0.193	F_st	0.193	0.001	0.979	0.197

462584_15	Within Individual   	--	0.500	131	0.004	0.004	1.000	F_it	-0.000	--	--	--
	Among Individual   	Population 	0.450	117	0.004	0.000	0.004	F_is	0.004	1.000	--	--
	Among Population   	--	0.046	13	0.004	-0.000	-0.004	F_st	-0.004	1.000	0.992	-0.004

462625_31	Within Individual   	--	1.500	148	0.010	0.010	1.000	F_it	0.000	--	--	--
	Among Individual   	Population 	1.000	132	0.008	-0.001	-0.126	F_is	-0.145	1.000	--	--
	Among Population   	--	0.470	15	0.031	0.001	0.127	F_st	0.127	0.003	0.982	0.129

462655_34	Within Individual   	--	1.500	139	0.011	0.011	1.001	F_it	-0.001	--	--	--
	Among Individual   	Population 	1.050	124	0.008	-0.001	-0.108	F_is	-0.121	1.000	--	--
	Among Population   	--	0.418	14	0.030	0.001	0.107	F_st	0.107	0.003	0.981	0.109

462671_9	Within Individual   	--	2.000	160	0.013	0.013	1.005	F_it	-0.005	--	--	--
	Among Individual   	Population 	1.450	143	0.010	-0.001	-0.095	F_is	-0.104	1.000	--	--
	Among Population   	--	0.500	16	0.031	0.001	0.090	F_st	0.090	0.002	0.977	0.092

462707_20	Within Individual   	--	2.000	127	0.016	0.016	0.671	F_it	0.329	--	--	--
	Among Individual   	Population 	2.561	113	0.023	0.003	0.147	F_is	0.180	0.506	--	--
	Among Population   	--	1.297	13	0.100	0.004	0.181	F_st	0.181	0.002	0.962	0.189

462757_36	Within Individual   	--	1.500	143	0.010	0.010	1.005	F_it	-0.005	--	--	--
	Among Individual   	Population 	1.250	128	0.010	-0.000	-0.035	F_is	-0.036	1.000	--	--
	Among Population   	--	0.219	14	0.016	0.000	0.029	F_st	0.029	0.173	0.980	0.030

462770_29	Within Individual   	--	1.000	131	0.008	0.008	0.500	F_it	0.500	--	--	--
	Among Individual   	Population 	2.200	117	0.019	0.006	0.366	F_is	0.423	0.339	--	--
	Among Population   	--	0.739	13	0.057	0.002	0.133	F_st	0.133	0.005	0.974	0.137

462789_5	Within Individual   	--	7.000	159	0.044	0.044	0.739	F_it	0.261	--	--	--
	Among Individual   	Population 	8.356	142	0.059	0.007	0.124	F_is	0.144	0.281	--	--
	Among Population   	--	3.387	16	0.212	0.008	0.137	F_st	0.137	0.001	0.897	0.153

462842_12	Within Individual   	--	0.500	133	0.004	0.004	1.000	F_it	-0.000	--	--	--
	Among Individual   	Population 	0.450	119	0.004	0.000	0.003	F_is	0.003	1.000	--	--
	Among Population   	--	0.046	13	0.004	-0.000	-0.003	F_st	-0.003	1.000	0.992	-0.003

462863_15	Within Individual   	--	0.500	153	0.003	0.003	0.333	F_it	0.667	--	--	--
	Among Individual   	Population 	2.050	137	0.015	0.006	0.597	F_is	0.642	0.140	--	--
	Among Population   	--	0.421	15	0.028	0.001	0.070	F_st	0.070	0.058	0.982	0.071

462975_15	Within Individual   	--	4.500	140	0.032	0.032	1.011	F_it	-0.011	--	--	--
	Among Individual   	Population 	1.556	125	0.012	-0.010	-0.310	F_is	-0.442	1.000	--	--
	Among Population   	--	2.655	14	0.190	0.009	0.299	F_st	0.299	0.001	0.955	0.313

462984_15	Within Individual   	--	0.500	139	0.004	0.004	0.999	F_it	0.001	--	--	--
	Among Individual   	Population 	0.438	124	0.004	-0.000	-0.010	F_is	-0.010	1.000	--	--
	Among Population   	--	0.059	14	0.004	0.000	0.010	F_st	0.010	0.116	0.993	0.010

463016_13	Within Individual   	--	1.000	158	0.006	0.006	0.999	F_it	0.001	--	--	--
	Among Individual   	Population 	0.750	141	0.005	-0.001	-0.080	F_is	-0.087	1.000	--	--
	Among Population   	--	0.237	16	0.015	0.001	0.081	F_st	0.081	0.010	0.988	0.082

463096_36	Within Individual   	--	1.000	161	0.006	0.006	0.502	F_it	0.498	--	--	--
	Among Individual   	Population 	2.382	144	0.017	0.005	0.417	F_is	0.454	0.194	--	--
	Among Population   	--	0.568	16	0.036	0.001	0.081	F_st	0.081	0.006	0.977	0.083

463112_42	Within Individual   	--	0.500	163	0.003	0.003	1.000	F_it	-0.000	--	--	--
	Among Individual   	Population 	0.450	146	0.003	0.000	0.002	F_is	0.002	1.000	--	--
	Among Population   	--	0.047	16	0.003	-0.000	-0.003	F_st	-0.003	1.000	0.994	-0.003

463150_10	Within Individual   	--	0.500	148	0.003	0.003	1.000	F_it	0.000	--	--	--
	Among Individual   	Population 	0.444	132	0.003	-0.000	-0.002	F_is	-0.002	1.000	--	--
	Among Population   	--	0.052	15	0.003	0.000	0.002	F_st	0.002	0.554	0.993	0.002

463170_15	Within Individual   	--	0.500	153	0.003	0.003	1.000	F_it	-0.000	--	--	--
	Among Individual   	Population 	0.450	137	0.003	0.000	0.003	F_is	0.003	1.000	--	--
	Among Population   	--	0.047	15	0.003	-0.000	-0.003	F_st	-0.003	1.000	0.993	-0.003

463186_6	Within Individual   	--	0.000	152	0.000	0.000	0.000	F_it	1.000	--	--	--
	Among Individual   	Population 	1.800	136	0.013	0.007	1.006	F_is	1.000	0.048	--	--
	Among Population   	--	0.187	15	0.012	-0.000	-0.006	F_st	-0.006	1.000	0.987	-0.006

463232_62	Within Individual   	--	0.500	146	0.003	0.003	1.000	F_it	0.000	--	--	--
	Among Individual   	Population 	0.444	130	0.003	-0.000	-0.001	F_is	-0.001	1.000	--	--
	Among Population   	--	0.052	15	0.003	0.000	0.001	F_st	0.001	0.656	0.993	0.001

463236_14	Within Individual   	--	4.000	164	0.024	0.024	0.675	F_it	0.325	--	--	--
	Among Individual   	Population 	3.000	147	0.020	-0.002	-0.055	F_is	-0.089	0.835	--	--
	Among Population   	--	4.561	16	0.285	0.014	0.380	F_st	0.380	0.001	0.955	0.398

463243_19	Within Individual   	--	2.500	161	0.016	0.016	0.561	F_it	0.439	--	--	--
	Among Individual   	Population 	3.578	144	0.025	0.005	0.168	F_is	0.231	0.347	--	--
	Among Population   	--	2.671	16	0.167	0.008	0.271	F_st	0.271	0.001	0.960	0.282

463275_10	Within Individual   	--	0.500	127	0.004	0.004	1.000	F_it	-0.000	--	--	--
	Among Individual   	Population 	0.450	113	0.004	0.000	0.006	F_is	0.006	1.000	--	--
	Among Population   	--	0.046	13	0.004	-0.000	-0.006	F_st	-0.006	1.000	0.992	-0.006

463277_36	Within Individual   	--	0.500	129	0.004	0.004	0.999	F_it	0.001	--	--	--
	Among Individual   	Population 	0.438	115	0.004	-0.000	-0.009	F_is	-0.009	1.000	--	--
	Among Population   	--	0.059	13	0.005	0.000	0.010	F_st	0.010	0.258	0.992	0.010

463284_27	Within Individual   	--	1.000	141	0.007	0.007	0.500	F_it	0.500	--	--	--
	Among Individual   	Population 	2.200	126	0.017	0.005	0.366	F_is	0.422	0.299	--	--
	Among Population   	--	0.743	14	0.053	0.002	0.134	F_st	0.134	0.004	0.975	0.137

463329_32	Within Individual   	--	1.500	156	0.010	0.010	0.603	F_it	0.397	--	--	--
	Among Individual   	Population 	2.650	140	0.019	0.005	0.292	F_is	0.326	0.311	--	--
	Among Population   	--	0.770	15	0.051	0.002	0.104	F_st	0.104	0.007	0.971	0.107

463341_65	Within Individual   	--	0.500	129	0.004	0.004	1.000	F_it	-0.000	--	--	--
	Among Individual   	Population 	0.450	115	0.004	0.000	0.005	F_is	0.005	1.000	--	--
	Among Population   	--	0.046	13	0.004	-0.000	-0.005	F_st	-0.005	1.000	0.992	-0.005

463363_17	Within Individual   	--	0.500	158	0.003	0.003	1.000	F_it	0.000	--	--	--
	Among Individual   	Population 	0.444	141	0.003	-0.000	-0.002	F_is	-0.002	1.000	--	--
	Among Population   	--	0.052	16	0.003	0.000	0.002	F_st	0.002	0.485	0.994	0.002

463377_35	Within Individual   	--	0.500	149	0.003	0.003	0.335	F_it	0.665	--	--	--
	Among Individual   	Population 	2.188	133	0.016	0.007	0.653	F_is	0.661	0.063	--	--
	Among Population   	--	0.282	15	0.019	0.000	0.013	F_st	0.013	0.128	0.980	0.013

463388_9	Within Individual   	--	0.500	146	0.003	0.003	1.000	F_it	-0.000	--	--	--
	Among Individual   	Population 	0.450	131	0.003	0.000	0.002	F_is	0.002	1.000	--	--
	Among Population   	--	0.047	14	0.003	-0.000	-0.002	F_st	-0.002	1.000	0.993	-0.002

463414_16	Within Individual   	--	0.500	157	0.003	0.003	0.333	F_it	0.667	--	--	--
	Among Individual   	Population 	1.938	140	0.014	0.005	0.557	F_is	0.626	0.210	--	--
	Among Population   	--	0.534	16	0.033	0.001	0.111	F_st	0.111	0.011	0.983	0.112

463418_54	Within Individual   	--	1.000	150	0.007	0.007	1.000	F_it	0.000	--	--	--
	Among Individual   	Population 	0.778	134	0.006	-0.000	-0.065	F_is	-0.069	1.000	--	--
	Among Population   	--	0.209	15	0.014	0.000	0.065	F_st	0.065	0.024	0.988	0.066

463520_36	Within Individual   	--	0.500	128	0.004	0.004	1.000	F_it	-0.000	--	--	--
	Among Individual   	Population 	0.450	114	0.004	0.000	0.005	F_is	0.005	1.000	--	--
	Among Population   	--	0.046	13	0.004	-0.000	-0.006	F_st	-0.006	1.000	0.992	-0.006

463531_27	Within Individual   	--	1.000	130	0.008	0.008	0.500	F_it	0.500	--	--	--
	Among Individual   	Population 	2.111	116	0.018	0.005	0.341	F_is	0.406	0.325	--	--
	Among Population   	--	0.827	13	0.064	0.002	0.159	F_st	0.159	0.001	0.974	0.163

463617_44	Within Individual   	--	0.500	137	0.004	0.004	0.999	F_it	0.001	--	--	--
	Among Individual   	Population 	0.429	122	0.004	-0.000	-0.019	F_is	-0.019	1.000	--	--
	Among Population   	--	0.068	14	0.005	0.000	0.020	F_st	0.020	0.048	0.993	0.020

463649_6	Within Individual   	--	1.500	165	0.009	0.009	1.000	F_it	-0.000	--	--	--
	Among Individual   	Population 	1.050	148	0.007	-0.001	-0.110	F_is	-0.123	1.000	--	--
	Among Population   	--	0.423	16	0.026	0.001	0.110	F_st	0.110	0.005	0.984	0.111

463651_22	Within Individual   	--	2.000	141	0.014	0.014	1.008	F_it	-0.008	--	--	--
	Among Individual   	Population 	1.578	126	0.013	-0.001	-0.059	F_is	-0.062	1.000	--	--
	Among Population   	--	0.365	14	0.026	0.001	0.051	F_st	0.051	0.015	0.973	0.053

463709_25	Within Individual   	--	0.000	125	0.000	0.000	0.000	F_it	1.000	--	--	--
	Among Individual   	Population 	1.714	111	0.015	0.008	0.963	F_is	1.000	0.072	--	--
	Among Population   	--	0.270	13	0.021	0.000	0.037	F_st	0.037	0.053	0.985	0.038

463733_23	Within Individual   	--	1.500	143	0.010	0.010	1.005	F_it	-0.005	--	--	--
	Among Individual   	Population 	1.228	128	0.010	-0.000	-0.043	F_is	-0.045	1.000	--	--
	Among Population   	--	0.241	14	0.017	0.000	0.038	F_st	0.038	0.042	0.980	0.039

463772_87	Within Individual   	--	0.500	126	0.004	0.004	0.999	F_it	0.001	--	--	--
	Among Individual   	Population 	0.429	112	0.004	-0.000	-0.018	F_is	-0.018	1.000	--	--
	Among Population   	--	0.067	13	0.005	0.000	0.019	F_st	0.019	0.053	0.992	0.019

463806_49	Within Individual   	--	6.000	139	0.043	0.043	0.694	F_it	0.306	--	--	--
	Among Individual   	Population 	4.322	124	0.035	-0.004	-0.067	F_is	-0.106	0.897	--	--
	Among Population   	--	6.512	14	0.465	0.023	0.373	F_st	0.373	0.001	0.922	0.405

463810_46	Within Individual   	--	3.500	140	0.025	0.025	1.020	F_it	-0.020	--	--	--
	Among Individual   	Population 	2.822	125	0.023	-0.001	-0.049	F_is	-0.051	1.000	--	--
	Among Population   	--	0.503	14	0.036	0.001	0.029	F_st	0.029	0.072	0.952	0.031

463826_18	Within Individual   	--	2.000	141	0.014	0.014	0.671	F_it	0.329	--	--	--
	Among Individual   	Population 	2.694	126	0.021	0.004	0.170	F_is	0.202	0.486	--	--
	Among Population   	--	1.178	14	0.084	0.003	0.158	F_st	0.158	0.002	0.964	0.164

463831_28	Within Individual   	--	1.000	151	0.007	0.007	1.000	F_it	-0.000	--	--	--
	Among Individual   	Population 	0.778	134	0.006	-0.000	-0.062	F_is	-0.066	1.000	--	--
	Among Population   	--	0.209	16	0.013	0.000	0.062	F_st	0.062	0.048	0.988	0.062

463881_12	Within Individual   	--	1.000	154	0.006	0.006	0.999	F_it	0.001	--	--	--
	Among Individual   	Population 	0.778	138	0.006	-0.000	-0.066	F_is	-0.071	1.000	--	--
	Among Population   	--	0.209	15	0.014	0.000	0.066	F_st	0.066	0.006	0.988	0.067

463896_49	Within Individual   	--	1.000	125	0.008	0.008	0.501	F_it	0.499	--	--	--
	Among Individual   	Population 	2.200	111	0.020	0.006	0.370	F_is	0.425	0.314	--	--
	Among Population   	--	0.736	13	0.057	0.002	0.129	F_st	0.129	0.008	0.972	0.133

463899_79	Within Individual   	--	2.000	148	0.014	0.014	0.677	F_it	0.323	--	--	--
	Among Individual   	Population 	3.389	132	0.026	0.006	0.305	F_is	0.310	0.123	--	--
	Among Population   	--	0.489	15	0.033	0.000	0.019	F_st	0.019	0.207	0.961	0.020

463910_10	Within Individual   	--	7.500	137	0.055	0.055	0.833	F_it	0.167	--	--	--
	Among Individual   	Population 	5.702	122	0.047	-0.004	-0.061	F_is	-0.079	0.832	--	--
	Among Population   	--	4.481	14	0.320	0.015	0.228	F_st	0.228	0.001	0.898	0.254

463913_41	Within Individual   	--	1.000	163	0.006	0.006	1.003	F_it	-0.003	--	--	--
	Among Individual   	Population 	0.888	146	0.006	-0.000	-0.005	F_is	-0.005	1.000	--	--
	Among Population   	--	0.100	16	0.006	0.000	0.002	F_st	0.002	0.225	0.988	0.002

463921_5	Within Individual   	--	1.500	141	0.011	0.011	0.998	F_it	0.002	--	--	--
	Among Individual   	Population 	0.938	126	0.007	-0.002	-0.150	F_is	-0.177	1.000	--	--
	Among Population   	--	0.531	14	0.038	0.002	0.152	F_st	0.152	0.001	0.982	0.155

464028_23	Within Individual   	--	4.000	145	0.028	0.028	0.682	F_it	0.318	--	--	--
	Among Individual   	Population 	4.161	129	0.032	0.002	0.058	F_is	0.078	0.585	--	--
	Among Population   	--	3.342	15	0.223	0.011	0.260	F_st	0.260	0.001	0.940	0.277

464040_16	Within Individual   	--	2.500	127	0.020	0.020	0.565	F_it	0.435	--	--	--
	Among Individual   	Population 	4.000	113	0.035	0.008	0.225	F_is	0.285	0.259	--	--
	Among Population   	--	2.181	13	0.168	0.007	0.210	F_st	0.210	0.001	0.945	0.222

464042_19	Within Individual   	--	0.500	132	0.004	0.004	1.000	F_it	0.000	--	--	--
	Among Individual   	Population 	0.438	117	0.004	-0.000	-0.006	F_is	-0.006	1.000	--	--
	Among Population   	--	0.059	14	0.004	0.000	0.007	F_st	0.007	0.382	0.992	0.007

464056_75	Within Individual   	--	0.000	135	0.000	0.000	0.000	F_it	1.000	--	--	--
	Among Individual   	Population 	1.800	121	0.015	0.007	1.004	F_is	1.000	0.058	--	--
	Among Population   	--	0.185	13	0.014	-0.000	-0.004	F_st	-0.004	1.000	0.985	-0.004

464103_88	Within Individual   	--	0.500	126	0.004	0.004	1.000	F_it	-0.000	--	--	--
	Among Individual   	Population 	0.450	112	0.004	0.000	0.006	F_is	0.006	1.000	--	--
	Among Population   	--	0.046	13	0.004	-0.000	-0.007	F_st	-0.007	1.000	0.992	-0.007

464109_18	Within Individual   	--	1.000	134	0.007	0.007	1.000	F_it	-0.000	--	--	--
	Among Individual   	Population 	0.800	120	0.007	-0.000	-0.053	F_is	-0.056	1.000	--	--
	Among Population   	--	0.185	13	0.014	0.000	0.053	F_st	0.053	0.067	0.986	0.054

464111_25	Within Individual   	--	2.000	123	0.016	0.016	0.665	F_it	0.335	--	--	--
	Among Individual   	Population 	1.750	109	0.016	-0.000	-0.004	F_is	-0.006	0.764	--	--
	Among Population   	--	2.104	13	0.162	0.008	0.339	F_st	0.339	0.001	0.968	0.351

464121_45	Within Individual   	--	1.500	156	0.010	0.010	1.004	F_it	-0.004	--	--	--
	Among Individual   	Population 	1.194	139	0.009	-0.001	-0.053	F_is	-0.056	1.000	--	--
	Among Population   	--	0.277	16	0.017	0.000	0.050	F_st	0.050	0.013	0.982	0.050

464168_9	Within Individual   	--	0.500	145	0.003	0.003	0.333	F_it	0.667	--	--	--
	Among Individual   	Population 	2.000	129	0.016	0.006	0.583	F_is	0.636	0.195	--	--
	Among Population   	--	0.469	15	0.031	0.001	0.084	F_st	0.084	0.029	0.981	0.086

464172_31	Within Individual   	--	0.500	161	0.003	0.003	1.000	F_it	-0.000	--	--	--
	Among Individual   	Population 	0.450	144	0.003	0.000	0.003	F_is	0.003	1.000	--	--
	Among Population   	--	0.047	16	0.003	-0.000	-0.003	F_st	-0.003	1.000	0.994	-0.003

464181_27	Within Individual   	--	0.500	146	0.003	0.003	1.000	F_it	-0.000	--	--	--
	Among Individual   	Population 	0.450	131	0.003	0.000	0.002	F_is	0.002	1.000	--	--
	Among Population   	--	0.047	14	0.003	-0.000	-0.002	F_st	-0.002	1.000	0.993	-0.002

464185_25	Within Individual   	--	0.500	133	0.004	0.004	1.000	F_it	0.000	--	--	--
	Among Individual   	Population 	0.444	119	0.004	-0.000	-0.003	F_is	-0.003	1.000	--	--
	Among Population   	--	0.052	13	0.004	0.000	0.003	F_st	0.003	0.304	0.993	0.004

464214_45	Within Individual   	--	2.000	130	0.015	0.015	0.999	F_it	0.001	--	--	--
	Among Individual   	Population 	1.111	116	0.010	-0.003	-0.189	F_is	-0.233	1.000	--	--
	Among Population   	--	0.827	13	0.064	0.003	0.189	F_st	0.189	0.001	0.975	0.194

464217_27	Within Individual   	--	5.500	123	0.045	0.045	1.036	F_it	-0.036	--	--	--
	Among Individual   	Population 	3.629	109	0.033	-0.006	-0.132	F_is	-0.146	1.000	--	--
	Among Population   	--	1.380	13	0.106	0.004	0.096	F_st	0.096	0.002	0.922	0.104

464238_35	Within Individual   	--	4.000	153	0.026	0.026	0.812	F_it	0.188	--	--	--
	Among Individual   	Population 	3.050	137	0.022	-0.002	-0.060	F_is	-0.080	0.818	--	--
	Among Population   	--	2.623	15	0.175	0.008	0.248	F_st	0.248	0.001	0.952	0.261

464247_7	Within Individual   	--	0.500	162	0.003	0.003	0.999	F_it	0.001	--	--	--
	Among Individual   	Population 	0.438	145	0.003	-0.000	-0.011	F_is	-0.011	1.000	--	--
	Among Population   	--	0.059	16	0.004	0.000	0.012	F_st	0.012	0.136	0.994	0.012

464300_27	Within Individual   	--	3.000	126	0.024	0.024	1.013	F_it	-0.013	--	--	--
	Among Individual   	Population 	1.987	112	0.018	-0.003	-0.129	F_is	-0.146	1.000	--	--
	Among Population   	--	0.870	13	0.067	0.003	0.116	F_st	0.116	0.002	0.958	0.121

464301_31	Within Individual   	--	0.500	133	0.004	0.004	1.000	F_it	0.000	--	--	--
	Among Individual   	Population 	0.444	119	0.004	-0.000	-0.003	F_is	-0.003	1.000	--	--
	Among Population   	--	0.052	13	0.004	0.000	0.003	F_st	0.003	0.328	0.993	0.004
